	0	1	genome_id
0	-5.831268	14.918928	Genome16.0
1	-25.48589	-48.252953	Genome44.0
2	0.30868682	28.057777	Genome16.0
3	-33.27781	-28.300537	Genome44.0
4	-1.717168	-6.0768337	Genome16.0
5	-2.2981346	-4.9895563	Genome16.0
6	-40.773624	7.239401	Genome44.0
7	-24.64198	-16.903286	Genome44.0
8	47.53251	-12.746952	Genome20.0
9	-36.627914	22.628126	Genome20.0
10	-47.063137	-23.13119	Genome44.0
11	-20.540516	-34.051743	Genome44.0
12	36.634132	14.225511	Genome46.0
13	-4.64301	58.360493	Genome6.0
14	31.233458	31.60891	Genome46.0
15	-23.186037	-28.728802	Genome44.0
16	49.718884	1.3966994	Genome46.0
17	-28.991535	-20.108772	Genome44.0
18	-3.119572	59.531883	Genome6.0
19	30.5937	27.359535	Genome20.0
20	-18.057331	-44.044758	Genome44.0
21	33.718124	-30.217064	Genome16.0
22	-2.7944262	24.678381	Genome43.0
23	3.5707493	20.632977	Genome43.0
24	46.502007	29.30753	Genome46.0
25	-34.970062	-27.228922	Genome44.0
26	-48.774807	-14.632784	Genome44.0
27	-15.339052	-44.88088	Genome44.0
28	-38.371883	-12.487589	Genome44.0
29	29.854006	24.459892	Genome46.0
30	-22.025661	-46.132526	Genome44.0
31	22.253551	0.6259861	Genome20.0
32	44.028374	28.70209	Genome46.0
33	32.91497	31.380835	Genome46.0
34	-8.281027	14.420142	Genome43.0
35	-8.351202	17.269241	Genome43.0
36	53.28053	-23.295752	Genome20.0
37	-5.639465	61.392605	Genome6.0
38	-16.627522	-44.731396	Genome44.0
39	21.236412	24.915293	Genome46.0
40	-27.309053	-13.09545	Genome44.0
41	-40.32764	-39.3096	Genome44.0
42	-25.01938	-46.8831	Genome44.0
43	3.864749	19.69696	Genome16.0
44	-5.585825	11.585764	Genome16.0
45	55.283604	-19.987854	Genome20.0
46	-8.278217	53.247967	Genome6.0
47	-31.611969	-28.912994	Genome44.0
48	39.423798	-10.103435	Genome20.0
49	40.716797	11.188966	Genome46.0
50	-38.312653	-13.414967	Genome44.0
51	-23.329573	-31.71172	Genome44.0
52	-6.110732	56.100075	Genome6.0
53	32.438957	24.957426	Genome46.0
54	-9.935588	9.291901	Genome16.0
55	37.830917	36.083504	Genome46.0
56	33.3731	16.696972	Genome46.0
57	48.792732	29.07532	Genome46.0
58	-45.24454	-11.073385	Genome44.0
59	44.92913	6.600548	Genome44.0
60	40.18785	28.035475	Genome46.0
61	43.961918	16.112638	Genome46.0
62	-8.330999	-2.0180237	Genome43.0
63	-39.966236	-11.782658	Genome44.0
64	-34.13966	0.050200984	Genome44.0
65	-40.770714	25.454378	Genome20.0
66	-2.2755575	56.285122	Genome6.0
67	-49.502544	-15.980919	Genome44.0
68	-0.4842227	27.699312	Genome16.0
69	34.251495	-14.196351	Genome20.0
70	-41.201996	-2.2174256	Genome44.0
71	1.6347423	20.693863	Genome43.0
72	-0.5498226	-12.293437	Genome16.0
73	40.711178	-2.6591585	Genome20.0
74	40.27903	-26.047697	Genome20.0
75	38.85631	33.254105	Genome46.0
76	-7.448826	-2.8778942	Genome16.0
77	33.47736	-27.782675	Genome20.0
78	-22.010098	-29.116936	Genome44.0
79	40.318226	22.993874	Genome46.0
80	-51.048508	-6.461907	Genome44.0
81	45.04692	-10.491684	Genome20.0
82	-36.069817	19.546093	Genome20.0
83	-34.082985	-18.93985	Genome44.0
84	-48.90037	-19.193539	Genome44.0
85	47.97402	18.215689	Genome46.0
86	-49.549778	8.719304	Genome44.0
87	-6.4779997	5.881845	Genome43.0
88	-34.652958	26.17143	Genome20.0
89	1.2699312	-2.1441832	Genome16.0
90	-37.22797	12.747389	Genome46.0
91	51.351433	26.134245	Genome46.0
92	-11.627397	49.920456	Genome6.0
93	-23.326975	-28.904383	Genome44.0
94	-31.834599	18.095871	Genome20.0
95	-26.314196	-27.221968	Genome44.0
96	47.54237	-12.919965	Genome20.0
97	-8.026523	57.826923	Genome6.0
98	28.50626	28.574087	Genome46.0
99	36.601906	-7.0002136	Genome20.0
100	-6.445153	-16.262226	Genome6.0
101	0.59042245	10.440798	Genome16.0
102	-38.60563	-36.60077	Genome44.0
103	-32.365784	-35.73767	Genome44.0
104	43.887512	-1.6029859	Genome20.0
105	54.545837	-16.00846	Genome20.0
106	-40.069984	-24.308107	Genome44.0
107	49.34024	18.186277	Genome46.0
108	45.724533	-14.281756	Genome20.0
109	-9.853912	61.24832	Genome6.0
110	-24.619501	-37.689777	Genome44.0
111	-40.15234	-25.442139	Genome44.0
112	-22.260654	-33.740616	Genome44.0
113	-3.492856	-7.8181305	Genome16.0
114	-52.923306	-17.249645	Genome44.0
115	-3.6760917	57.740368	Genome6.0
116	-28.64597	14.084614	Genome20.0
117	39.177864	-25.57798	Genome20.0
118	-39.50342	-10.2044525	Genome44.0
119	-4.3017426	28.557882	Genome16.0
120	-6.689464	58.68484	Genome6.0
121	-12.16495	57.613255	Genome6.0
122	57.562378	-18.365059	Genome20.0
123	-14.785355	57.804813	Genome6.0
124	-4.7610526	-1.009338	Genome16.0
125	-6.037507	15.685453	Genome16.0
126	-11.778839	48.147556	Genome6.0
127	1.697363	-0.07869867	Genome16.0
128	-44.49916	-9.455203	Genome44.0
129	-41.56742	31.40608	Genome20.0
130	42.24997	-18.046804	Genome20.0
131	-34.81029	0.70560426	Genome44.0
132	25.536116	-1.6796962	Genome20.0
133	2.227857	7.662855	Genome6.0
134	30.639778	-21.38881	Genome20.0
135	3.7577817	31.519552	Genome16.0
136	43.581482	20.151516	Genome46.0
137	41.351234	-11.409908	Genome20.0
138	-32.173492	-45.835392	Genome44.0
139	-37.86802	23.385677	Genome20.0
140	54.564114	-17.064325	Genome20.0
141	45.767643	-17.741121	Genome20.0
142	-9.39452	57.56833	Genome6.0
143	-13.174908	-43.73498	Genome44.0
144	-35.28392	-33.52059	Genome44.0
145	42.15613	6.659729	Genome46.0
146	38.305782	32.385715	Genome46.0
147	-1.8223009	-14.508484	Genome16.0
148	4.226506	26.10105	Genome43.0
149	42.615982	22.167517	Genome46.0
150	-36.53628	22.179916	Genome20.0
151	-46.642593	-6.2766237	Genome44.0
152	31.914946	3.179317	Genome20.0
153	-8.184263	13.816661	Genome16.0
154	-3.2600152	-4.6752853	Genome16.0
155	42.913757	3.2809055	Genome46.0
156	-17.725578	-43.60527	Genome44.0
157	31.10362	-22.100412	Genome20.0
158	36.504684	23.241344	Genome46.0
159	-30.211994	-14.263367	Genome44.0
160	-41.57364	2.2542508	Genome44.0
161	-36.058872	-35.4562	Genome44.0
162	-30.914677	-38.09375	Genome44.0
163	46.75214	17.672215	Genome46.0
164	-43.307396	31.335724	Genome20.0
165	-40.68512	-25.770054	Genome44.0
166	0.5763253	-8.926651	Genome43.0
167	49.85012	-19.14043	Genome20.0
168	-40.534824	-14.473547	Genome44.0
169	-28.885344	-28.39453	Genome44.0
170	33.93197	-21.682096	Genome20.0
171	-1.889251	-14.779856	Genome16.0
172	-48.318836	-6.597466	Genome44.0
173	-33.9169	20.931286	Genome20.0
174	48.42511	-19.690187	Genome20.0
175	-41.37683	28.320957	Genome20.0
176	32.331223	4.169263	Genome20.0
177	-33.65437	-39.2274	Genome44.0
178	-47.951813	-19.396757	Genome44.0
179	-3.2811413	14.969235	Genome16.0
180	38.454235	27.67247	Genome46.0
181	-35.0705	24.72352	Genome20.0
182	26.250404	-16.892962	Genome20.0
183	-29.847668	15.647492	Genome20.0
184	39.91387	30.11637	Genome46.0
185	-29.533478	-12.547153	Genome44.0
186	21.138252	23.747988	Genome46.0
187	-32.16288	-46.2727	Genome44.0
188	-34.128426	-14.498297	Genome44.0
189	44.304913	23.887539	Genome46.0
190	-8.192931	11.509524	Genome16.0
191	-43.618465	-9.956062	Genome44.0
192	-10.187103	10.735738	Genome43.0
193	57.21558	-13.607593	Genome20.0
194	37.24274	-22.911581	Genome20.0
195	52.922665	-16.962976	Genome20.0
196	-27.179653	-28.042398	Genome44.0
197	-37.096878	26.20063	Genome20.0
198	43.049084	-18.413399	Genome20.0
199	-42.315685	-17.261473	Genome44.0
200	-50.222446	-20.768263	Genome44.0
201	-18.699047	-42.959736	Genome44.0
202	35.75477	2.0888455	Genome46.0
203	-30.966778	-31.936628	Genome44.0
204	-41.763145	-34.893147	Genome44.0
205	43.5551	-22.509502	Genome20.0
206	34.51933	14.835693	Genome46.0
207	34.908894	-15.860633	Genome20.0
208	32.132236	-29.067595	Genome44.0
209	-48.396824	-23.4417	Genome44.0
210	37.287773	-11.290365	Genome20.0
211	50.965485	20.539194	Genome46.0
212	-0.20584755	11.387571	Genome16.0
213	-4.5698886	14.9025545	Genome16.0
214	-28.851353	14.217633	Genome20.0
215	30.680883	-0.86507183	Genome20.0
216	49.26691	27.322784	Genome46.0
217	28.850306	14.178721	Genome46.0
218	46.58011	-11.905273	Genome20.0
219	42.18152	-24.972132	Genome20.0
220	44.269524	23.160183	Genome46.0
221	-6.994629	57.906483	Genome6.0
222	-22.019426	-44.026344	Genome44.0
223	52.414684	22.964842	Genome46.0
224	-30.666952	18.980753	Genome20.0
225	46.464405	24.931276	Genome46.0
226	-0.16578235	16.24095	Genome16.0
227	36.851845	9.582921	Genome20.0
228	-52.8565	-21.103992	Genome44.0
229	57.282795	-18.231152	Genome20.0
230	-45.700493	7.9380503	Genome44.0
231	49.227974	-26.754223	Genome20.0
232	-7.9195538	4.5822964	Genome43.0
233	57.12028	-20.513626	Genome20.0
234	4.494285	16.172163	Genome16.0
235	-28.182371	-30.293917	Genome44.0
236	53.328407	19.595325	Genome46.0
237	28.120556	-2.193419	Genome20.0
238	42.429024	14.558085	Genome46.0
239	-22.279835	-44.62167	Genome44.0
240	-29.857887	-31.703981	Genome44.0
241	52.450615	7.536585	Genome46.0
242	-34.703323	-24.675508	Genome44.0
243	-50.49065	-17.392859	Genome44.0
244	-33.7864	-38.82744	Genome44.0
245	56.74466	-13.884955	Genome20.0
246	38.75286	-20.991524	Genome20.0
247	-2.1966221	47.58262	Genome6.0
248	-38.31543	29.218151	Genome20.0
249	51.652187	-17.85219	Genome20.0
250	-42.991806	-11.833302	Genome44.0
251	1.3831891	-3.144214	Genome16.0
252	-7.8495917	2.3811533	Genome43.0
253	-45.248585	-20.243368	Genome44.0
254	28.254807	31.266819	Genome46.0
255	35.75273	26.41663	Genome46.0
256	-34.63683	27.23893	Genome20.0
257	-12.567844	56.321556	Genome6.0
258	-0.5115839	-5.8519835	Genome16.0
259	27.700188	-15.883952	Genome20.0
260	43.757298	-3.19244	Genome20.0
261	-38.51515	-28.172241	Genome44.0
262	51.207855	-21.485647	Genome20.0
263	-13.180355	59.884388	Genome6.0
264	-47.10406	-15.031876	Genome44.0
265	-22.923422	-46.063206	Genome44.0
266	-2.5533757	53.122284	Genome6.0
267	-43.2754	-35.46149	Genome44.0
268	39.480106	-10.013295	Genome20.0
269	30.70234	30.090378	Genome46.0
270	-49.025696	-19.29657	Genome44.0
271	29.13767	28.881866	Genome46.0
272	-2.5329874	-16.30125	Genome16.0
273	47.220123	26.513657	Genome46.0
274	-2.3767128	-8.3379135	Genome16.0
275	-32.1113	-10.811983	Genome44.0
276	-52.03431	-21.506033	Genome44.0
277	38.6212	-10.110964	Genome20.0
278	-26.069582	-19.368998	Genome44.0
279	43.283688	27.636963	Genome46.0
280	52.577396	23.741608	Genome46.0
281	-25.959059	-48.239014	Genome44.0
282	-33.94334	15.714895	Genome20.0
283	-38.358513	-41.39282	Genome44.0
284	-34.79711	23.493944	Genome20.0
285	-4.2468805	-12.73838	Genome16.0
286	-10.669397	57.819294	Genome6.0
287	-36.77611	-40.48554	Genome44.0
288	21.479124	20.231379	Genome46.0
289	-2.8371406	22.714916	Genome43.0
290	-37.878273	-33.972874	Genome44.0
291	-11.121591	0.2700463	Genome16.0
292	46.373043	-6.874227	Genome20.0
293	39.503716	1.6493571	Genome20.0
294	10.902283	-3.1062253	Genome44.0
295	-8.733288	54.7235	Genome6.0
296	32.98456	34.36771	Genome46.0
297	-20.6961	-30.322508	Genome44.0
298	51.29343	-19.031813	Genome20.0
299	-3.8510652	8.812646	Genome16.0
300	45.169987	-21.23899	Genome20.0
301	-40.54395	-14.052892	Genome44.0
302	-40.28215	29.308945	Genome20.0
303	21.77103	24.270115	Genome46.0
304	-1.2084191	26.39215	Genome16.0
305	29.537296	32.688354	Genome46.0
306	-31.956743	-40.248833	Genome44.0
307	48.125103	11.917144	Genome46.0
308	2.1520395	17.119799	Genome16.0
309	-4.168301	58.462353	Genome6.0
310	53.421562	19.552261	Genome46.0
311	-26.707932	-15.250457	Genome44.0
312	27.829782	-9.722564	Genome20.0
313	25.756735	-16.078526	Genome20.0
314	29.602757	25.831182	Genome46.0
315	29.544043	27.831547	Genome46.0
316	-0.5338212	-3.5518947	Genome43.0
317	-19.09296	-39.60332	Genome44.0
318	3.057953	4.432609	Genome16.0
319	-32.080643	6.0914907	Genome44.0
320	28.020952	28.404749	Genome46.0
321	44.23231	-27.467182	Genome20.0
322	-2.8153749	12.248566	Genome16.0
323	31.879128	-2.406324	Genome20.0
324	-37.652332	27.113234	Genome20.0
325	27.991367	7.3962727	Genome46.0
326	55.659904	0.21495633	Genome20.0
327	35.665928	-7.2016964	Genome20.0
328	-31.303122	-22.88541	Genome44.0
329	1.9145951	15.043864	Genome16.0
330	52.24263	-24.200535	Genome20.0
331	47.865715	-19.714886	Genome20.0
332	31.031212	-0.012310136	Genome20.0
333	32.596783	18.329668	Genome46.0
334	50.55166	16.255981	Genome46.0
335	2.7239723	26.405651	Genome16.0
336	-30.089638	-40.681202	Genome44.0
337	43.49735	13.834655	Genome46.0
338	47.155632	24.486479	Genome46.0
339	39.562366	1.2831643	Genome20.0
340	-1.311749	5.2706165	Genome16.0
341	-28.189999	-10.694999	Genome44.0
342	2.52655	-7.527023	Genome43.0
343	5.593667	27.962206	Genome43.0
344	-50.327435	-19.020754	Genome44.0
345	-13.586432	54.734585	Genome6.0
346	36.817413	-17.788073	Genome20.0
347	-42.036644	-19.246704	Genome44.0
348	34.52878	-17.214262	Genome20.0
349	-44.042515	31.288572	Genome20.0
350	-35.60956	-41.35681	Genome44.0
351	-2.7140687	58.475956	Genome6.0
352	35.87673	38.318523	Genome46.0
353	33.186577	15.075565	Genome46.0
354	-40.817146	29.500635	Genome20.0
355	-35.43536	15.264415	Genome20.0
356	-47.404865	9.298998	Genome44.0
357	-5.4398446	-13.228919	Genome43.0
358	-13.330707	50.010017	Genome6.0
359	-20.463394	-44.977993	Genome44.0
360	29.615496	32.109642	Genome46.0
361	36.39425	36.55035	Genome46.0
362	-43.70665	1.1780667	Genome44.0
363	-31.198708	-28.350937	Genome44.0
364	-51.03058	-20.985916	Genome44.0
365	-3.8305128	56.25783	Genome6.0
366	-24.223633	-42.789146	Genome44.0
367	-29.402178	-44.92972	Genome44.0
368	56.786095	-22.084383	Genome20.0
369	-48.475937	-18.363197	Genome44.0
370	45.1042	25.398634	Genome46.0
371	-45.82171	-22.385735	Genome44.0
372	41.40217	-19.996954	Genome20.0
373	-4.4119916	52.13666	Genome6.0
374	42.685143	-21.92951	Genome20.0
375	33.15745	-2.5993173	Genome20.0
376	-38.795815	29.803017	Genome20.0
377	33.04147	34.486645	Genome46.0
378	-44.754795	-17.385338	Genome44.0
379	49.736717	12.518224	Genome46.0
380	-35.958416	14.431113	Genome20.0
381	31.105143	-7.2942185	Genome20.0
382	3.9413393	31.939423	Genome43.0
383	-0.04243442	11.491789	Genome16.0
384	46.149036	-16.834816	Genome20.0
385	31.30892	10.752346	Genome46.0
386	-1.4396462	15.731047	Genome16.0
387	-7.847576	-2.615004	Genome43.0
388	41.4341	-16.303242	Genome20.0
389	-35.685825	-29.826597	Genome44.0
390	-19.226646	-47.079525	Genome44.0
391	53.64508	-19.956087	Genome20.0
392	46.302	18.139755	Genome46.0
393	-6.8850846	13.743746	Genome16.0
394	-50.146664	7.432369	Genome44.0
395	-11.653035	54.81597	Genome6.0
396	-38.77234	-39.415916	Genome44.0
397	-40.306046	-19.2741	Genome44.0
398	-6.1297092	60.611816	Genome6.0
399	-45.918755	-1.1759602	Genome44.0
400	-38.513504	-34.85207	Genome44.0
401	-45.02877	4.0663414	Genome44.0
402	23.00612	0.11202996	Genome20.0
403	-7.8587527	6.28302	Genome16.0
404	-34.980698	13.425772	Genome44.0
405	41.450085	-10.624802	Genome20.0
406	40.924282	-19.860495	Genome20.0
407	-36.341698	-36.356964	Genome44.0
408	54.254482	7.3128347	Genome46.0
409	-45.772266	-21.701996	Genome44.0
410	40.812214	-27.410578	Genome20.0
411	58.747692	-22.278212	Genome20.0
412	26.112236	29.913609	Genome46.0
413	42.923763	-4.4296417	Genome20.0
414	27.037369	13.736802	Genome20.0
415	48.176044	11.221609	Genome46.0
416	-0.4340076	26.680166	Genome16.0
417	-31.04363	9.224592	Genome20.0
418	-1.5694981	6.554098	Genome43.0
